https://skincare.pl/en/beauugreen-premium-hydrating-aloe-essence-mask-23/3-230-235	BEAUUGREEN PREMIUM HYDRATING Aloe Essence Mask, 23 g	1.41	In Stock	8809389030682	23 g	moisturizing, soothing, smoothing	all skin type, dry, mature	at any time	N/A	N/A	YJN Europe s.r.o.	N/A	['Shortage']	
https://skincare.pl/en/beauugreen-premium-nourishing-red-ginseng-essence/3-230-252	BEAUUGREEN PREMIUM Nourishing Red Ginseng Essence Mask, 23 g	1.41	In Stock	8809389030651	23 g	N/A	all skin type, dry, mature	at any time	N/A	N/A	YJN Europe s.r.o.	N/A	['Aqua', 'Glycerin', 'Dipropylene Glycol', 'Cetyl Ethylhexanoate', 'Xanthan Gum', 'Butylene Glycol', 'Chlorphenesin', 'Phenoxyethanol', 'Allantoin', 'Niacinamide', 'Panthenol', 'PEG-60 Hydrogenated Castor Oil', 'Ethylhexyl Palmitate', 'Panax Ginseng Root Extract', 'Disodium EDTA', 'Portulaca Oleracea Extract', 'Ceteareth-20', 'Ceteareth-12', 'Cetearyl Alcohol', 'Dipotassium Glycyrrhizate', 'Tocopheryl Acetate', 'Parfum', 'Glyceryl Stearate', 'Cetyl Palmitate', 'Sodium Hyaluronate', 'Boswellia Serrata Extract', 'Hydrolyzed Collagen', 'Ethylhexylglycerin', 'Citral', 'Linalol', 'd-Limonene', 'Geraniol.']	
https://skincare.pl/en/beauugreen-royal-jelly-essence-mask-23-g/3-230-251	BEAUUGREEN ROYAL JELLY Essence Mask, 23 g	1.41	Lack	8809389030644	23 g	moisturizing, firming, smoothing, brightening,	all skin type, dry, mature	at any time	N/A	N/A	YJN Europe s.r.o.	N/A	['Aqua', 'Glycerin', 'Dipropylene Glycol', 'Cetyl Ethylhexanoate', 'Xanthan Gum', 'Chlorphenesin', 'Phenoxyethanol', 'Allantoin', 'Niacinamide', 'Panthenol', 'PEG-60 Hydrogenated Castor Oil', 'Butylene Glycol', 'Ethylhexyl Palmitate', 'Disodium EDTA', 'Portulaca Oleracea Extract', 'Ceteareth-20', 'Ceteareth-12', 'Cetearyl Alcohol', 'Royal Jelly Extract', 'Dipotassium Glycyrrhizate', 'Tocopheryl Acetate', 'Parfum', 'Glyceryl Stearate', 'Cetyl Palmitate', 'Sodium Hyaluronate', 'Boswellia Serrata Extract', 'Hydrolyzed Collagen', 'Ethylhexylglycerin', 'Citral', 'Linalool', 'd-Limonene', 'Geraniol/p>']	
https://skincare.pl/en/beauugreen-sea-cucumber-black-hydrogel-eye-patch/3-230-869	BEAUUGREEN Sea Cucumber Black Hydrogel Eye Patch, 60 pcs	14.56	In Stock	8809389030569	60 szt.	moisturizing, anti-aging, smoothing, illuminating	all skin types	at any time	N/A	N/A	YJN Europe s.r.o.	N/A	['Aqua', 'Glycerin', 'Dipropylene Glycol', 'Chondrus Crispus Powder', 'Benzyl Glycol', 'Ceratonia Siliqua (Carob) Gum', 'PEG-60 Hydrogenated Castor Oil', 'Xanthan Gum', 'Panthenol', 'Allantoin', 'Ethylhexylglycerin', 'Niacinamide', 'Butylene Glycol', 'Iron Oxide Black(CI 77499)', 'Tocopheryl Acetate', 'Dipotassium', 'Glycyrrhizate', 'Ricinus Communis (Castor) Seed Oil', 'Adenosine', 'Raspberry Ketone', 'Disodium EDTA', 'Calcium Lactate', 'Sea Cucumber Extract', 'Synthetic Fluorphlogopite', 'Titanium Dioxide(CI 77891)', 'Parfum', 'Iron Oxide Red (CI 77491)', 'Ethyl Hexanediol', 'Sodium Hyaluronate', 'Phenoxyethanol', '1', '2-Hexanediol', 'Hydrolyzed Collagen', 'Tin Oxide', 'Alpha-isomethyl Ionone', 'Citronellol', 'D-Limonene', 'Hexyl Cinnam-aldehyde', 'Linalool']	
https://skincare.pl/en/bergamo-24-k-gold-brilliant-essence-110-ml/3-230-232	BERGAMO 24 K Gold Brilliant Essence, 110 ml	17.62	Within 24 hours	8809414191432	110 ml	moisturizing, nourishing, smoothing, illuminating,	all skin types	daily and nightly	N/A	N/A	N/A	N/A	['Aqua', 'Glycerin', 'Methylopropanediol', 'Alcohol', 'Sodium Hyaluronate', 'Betaine', 'Panax Ginseng Callus Culture Extract', 'Camellia Sinensis Callus Culture Extract', 'CI 77480 (Gold)', 'Adenosine', 'Allantoin', 'Hydroxyethylcellulose', 'Caramel', 'Triethanolamine', 'Parfum', 'Disodium EDTA-Coppe', 'Phenoxyethanol', 'Carbomer', 'PEG-60 Hydrogenated Castor Oil']	
https://skincare.pl/en/bergamo-luxury-gold-eye-serum-30-ml/3-230-700	BERGAMO 24K LUXURY GOLD Eye Serum, 30 ml	14.09	Within 24 hours	8809414192361	30 ml	moisturizing, firming, anti-aging	all skin type, dry, mature	at any time	N/A	N/A	N/A	N/A	['Aqua', 'Butylene Glycol', '1', '2-Hexanediol', 'Glycerin', 'Niacinamide', 'Alcohol', 'Arginine', 'Betaine', 'Carbomer', 'PEG-60 Hydrogenated Castor Oil', 'Hydroxyethylcellulose', 'Caprylyl Glycol', 'Disodium EDTA', 'Ethylhexylglycerin', 'Adenosine', 'Parfum', 'Centella Asiatica Extract', 'Synthetic Fluorphlogopite', 'Pogostemon Cablin Leaf Extract', 'Vigna Radiata Seed Extract', 'Cimicifuga Racemosa Root Extract', 'Paeonia Lactiflora Bark/Sap Extract', 'Trichosanthes Kirilowii Root Extract', 'Astragalus Membranaceus Root Extract', 'Sodium Polyacrylate', 'Polyglutamic Acid', 'Titanium Dioxide', 'Linalool', 'Gold', 'Hydroxycitronellal', 'Sodium Hyaluronate', 'CI 77491', 'Hydroxypropyltrimonium Hyaluronate', 'Sodium Acetylated Hyaluronate', 'Hydrolyzed Hyaluronic Acid', 'Hyaluronic Acid', 'Sodium Hyaluronate Crosspolymer', 'Hydrolyzed Sodium Hyaluronate', 'Potassium Hyaluronate']	
https://skincare.pl/en/bergamo-bamboo-penta-hyal-soothing-cream-50-g/3-230-1363	BERGAMO Bamboo Penta-Hyal Soothing Cream, 50 g	15.27	Within 24 hours	8809414193429	50 g	N/A	all skin types	daily	N/A	N/A	N/A	N/A	['Aqua', 'Methylpropanediol', 'Coco-Caprylate/Caprate', '1', '2-Hexanediol', 'Glycerin', 'Ammonium Acryloyldimethyltaurate/VP Copolymer', 'Trehalose', 'Phenyl Trimethicone', 'Isostearyl Alcohol', 'Butylene Glycol Cocoate', 'Cetearyl Olivate', 'Hydrogenated Olive Oil Unsaponifiables', 'Sorbitan Olivate', 'Hydroxyacetophenone', 'Ethylhexylglycerin', 'Hydrolyzed Jojoba Esters', 'Sodium Hyaluronate(500.45ppm)', 'Xanthan Gum', 'Sodium PCA', 'Allantoin', 'Ethylcellulose', 'Biosaccharide Gum-1', 'Hydrolyzed Hyaluronic Acid(100ppm)', 'Butylene Glycol', 'Tocopherol', 'Bambusa Vulgaris Water(1', '000ppb)', 'Bambusa Vulgaris Leaf/Stem Extract(1', '000ppb)', 'Bambusa Vulgaris Shoot Extract(1', '000ppb)', 'Hyaluronic Acid(450ppb)', 'Octadecane', 'Lactic Acid/Glycolic Acid Copolymer', 'Sodium Hyaluronate Crosspolymer(50ppb)', 'Hydroxypropyltrimonium Hyaluronate(40ppb)', 'Sodium Acetylated Hyaluronate(10ppb)', 'Caprylyl Glycol']	
https://skincare.pl/en/bergamo-bamboo-penta-hyal-soothing-toner-180-ml/3-230-1362	BERGAMO BAMBOO Penta-Hyal Soothing Toner, 180 ml	14.56	Within 24 hours	8809414193474	180 ml	N/A	all skin types	in the morning and in the evening	N/A	N/A	N/A	N/A	['Aqua', 'Glycerin', '2', '3-Butanediol', 'Propanediol', '1', '2-Hexanediol', 'Niacinamide', 'Trehalose', 'Portulaca Oleracea Extract', 'Sodium Citrate', 'Hydroxyacetophenone', 'Ethylhexyl- glycerin', 'Butylene Glycol', 'Citric Acid', 'Adenosine', 'Disodium EDTA', 'Hydrogenated Lecithin', 'Centella Asiatica Extract', 'Ficus Carica (Fig) Fruit Extract', 'Ceramide NP', 'Tocopherol', 'Octadecane', 'Lactic Acid/Glycolic Acid Copolymer', 'Artemisia Princeps Leaf Extract', 'Bambusa Vulgaris Water(1ppb)', 'Bambusa Vulgaris Leaf/ Stem Extract(1ppb)', 'Bambusa Vulgaris Shoot Extract(1ppb)', 'Sodium Hyaluronate(0.45ppb)', 'Hyaluronic Acid(0.45ppb)', 'Xanthan Gum', 'Caprylyl Glycol', 'Sodium Hyaluronate Crosspolymer(0.05ppb)', 'Hydroxypropyltrimonium Hyaluronate (0.04ppb)', 'Sodium Acetylated Hyaluronate (0.01ppb)']	
https://skincare.pl/en/bergamo-bamboo-soothing-serum-50-ml/3-230-1359	BERGAMO BAMBOO Soothing Serum, 50 ml	15.27	Within 24 hours	8809414193412	50 ml	soothing, moisturizing	N/A	in the morning and in the evening	N/A	N/A	N/A	N/A	['Shortage']	
https://skincare.pl/en/bergamo-cica-essential-intensive-ampoule-150-ml/3-230-215	BERGAMO CICA ESSENTIAL Intensive Ampoule, 150 ml	15.50	Within 24 hours	8809414192514	150 ml	N/A	all skin types	at any time	N/A	N/A	N/A	N/A	['Aqua', 'Glycerin', 'Glycereth-26', 'Dipropylene Glycol', 'Betaine', 'Carbomer', 'Arginine', 'Phenoxyethanol', 'Polysorbate 80', 'Allantoin', 'Panthenol', 'Disodium EDTA', 'Adenosine', 'Cellulose Gum', 'Sodium Polyacrylate', 'Centella Asiatica Extract (1', '000ppm)', 'Houttuynia Cordata Extract', 'Hamamelis Virginiana (With Hazel) Leaf Extract', 'Camellia Sinensis Leaf Extract', 'Parfum']	
https://skincare.pl/en/bergamo-cica-essential-intensive-cream-50-g/3-230-609	BERGAMO CICA ESSENTIAL Intensive Cream, 50 g	11.74	Within 24 hours	8809414192194	50 g	moisturizing, smoothing, firming, anti-aging	all skin type, dry, mature	in the morning and in the evening	N/A	N/A	N/A	N/A	['Shortage']	
https://skincare.pl/en/bergamo-cica-essential-intensive-eye-cream-100-g/3-230-217	BERGAMO CICA  ESSENTIAL Intensive Eye Cream, 100 g	11.74	Within 24 hours	8809414192644	100 g	N/A	all skin types	at any time	N/A	N/A	N/A	N/A	['Aqua', 'Glycerin', 'Butylene Glycol', 'Alcohol', 'Sodium Hyaluronate', 'Carbomer', 'Arginine', 'Betaine', 'Polysorbate 80', 'Phenoxyethanol', 'Allantoin', 'Disodium EDTA', 'Adenosine', 'Centella Asiatica Extract (1', '000ppm)', 'Houttuynia Cordata Extract', 'Hamamelis Virginiana (With Hazel) Leaf Extract', 'Camellia Sinensis Leaf Extract', '1', '2-Hexanediol', 'Acetyl Hexapeptide-8', 'Parfum How to use: Gently apply an appropriate amount on the face and neck as final skin care. Cautions: When using cosmetics or after use', 'if there are any abnormal symptoms or side effects such as red spots', 'swelling', 'or itching due to direct sunlight', 'consult a specialist. Refrain from using on wounded areas. Precautions for storage and handling: keep out of reach of children', 'keep out of direct sunlight.']	
https://skincare.pl/en/bergamo-coenzyme-q10-wrinkle-care-cream-50-ml/3-230-203	BERGAMO COENZYME Q10 Wrinkle Care Cream, 50 ml	14.09	Within 24 hours	8809180018193	50 ml	moisturizing, smoothing, firming, noutrishing	all skin types, mature, dry	in the morning and in the evening	N/A	N/A	N/A	N/A	['Aqua', 'Helianthus Annuus (Sunflower)seed oil', 'Butylene Glycol', 'Glycerin', 'Cetyl Ethylhexanoate', 'Hydrogenated Polydecene', 'Cetyl Alcohol', 'Stearic Acid', 'Beeswax', 'Glyceryl Stearate SE', 'Butyrospermum Parkii (Shea Butter)', 'Sorbitan Stearate', 'Glyceryl Stearate', 'Dimethicone', 'Phenoxyethanol', 'PEG-100 Stearate', 'Carbomer', 'Triethanolamine', 'Caramel', 'Allantoin', 'Disodium EDTA', 'Parfum', 'Adenosine', 'Sodium Hyaluronate', 'Ubiquinone(100ppm)', 'Tocopheryl Acetate', 'Propylene Glycol', 'Hydrogenated Lecithin', 'Polysorbate 80', 'Caprylic/Capric Triglyceride How to use: Apply onto the skin as you tap for better absorption at the last step of skin care. Tip : More elastic if you use sticky massage that stretches out as you tap Cautions: Stop using in the case of allergic reactions such as', 'but not limited to', 'red blotch', 'swelling', 'itching', 'and irritation', "and consult a dermatologist when it get worse. Don't apply to woundsor eczema or dermatitis. This product should be: not to be swallowed", 'not to be used for children under 3 years of age', 'not to be used on peeling or irritated skin. Kept out of reach of children. Kept out of direct contact with the eyes.']	
https://skincare.pl/en/bergamo-collagen-essential-intensive-cream-50-g/3-230-211	BERGAMO COLLAGEN ESSENTIAL Intensive Cream, 50 g	11.74	Within 24 hours	8809414192156	50 g	N/A	all skin type, dry, mature	in the morning and in the evening	N/A	N/A	N/A	N/A	['Aqua', 'Mineral Oil', 'Glycerin', 'Dipropylene Glycol', 'Cetyl Ethylhexanoate', 'Stearic Acid', 'Beeswax', 'Hydrogenated Polydecene', 'Cetearyl Alcohol', 'Glyceryl Stearate', 'Butyrospermum Parkii (Shea Butter)', 'Sorbitan Stearate', 'PEG-100', 'Stearate', 'Dimethicone', 'Phenoxyethanol', 'Carbomer', 'Arginine', 'Beta-Glucan', 'Soluble Collagen', 'Hydrolyzed Collagen', 'Hamamelis Virginiana(Witch Hazel) Leaf EXTRACT', 'Allantoin', 'Disodium EDTA', 'Adenosine', 'Parfum', 'CI 15985 How to use: At the last step of skin care', 'take an appropriate amount and apply gently along the skin texture. Cautions: When using cosmetics or after use', 'if there are any abnormal symptoms or side effects such as red spots', 'swelling', 'or itching due to direct sunlight', 'consult a specialist. Refrain from using on wounded areas. Precautions for storage and handling: keep out of reach of children', 'keep out of direct sunlight.']	
https://skincare.pl/en/bergamo-collagen-essential-intensive-eye-cream-10/3-230-216	BERGAMO COLLAGEN ESSENTIAL Intensive Eye Cream, 100 g	11.74	Within 24 hours	8809414192620	100 g	N/A	all skin types	at any time	N/A	N/A	N/A	N/A	['Aqua', 'Glycerin', 'Butylene Glycol', 'Alcohol', 'Sodium Hyaluronate', 'Carbomer', 'Arginine', 'Betaine', 'Polysorbate 80', 'Phenoxyethanol', 'Allantoin', 'Disodium EDTA', 'Adenosine', 'Soluble Collagen(1', '000ppm)', 'Collagen Extract(500ppm)', 'Beta-Glucan', '1', '2-Hexapeptide-8', 'Zea Mays (Corn) Starch', 'Mannitol', 'Microcrystalline Cellulose', 'Tocopheryl Acetate', 'Hydrogenated Lecithin', 'Ethylhexylglycerin', 'Parfum']	
https://skincare.pl/en/bergamo-hyaluronic-acid-essential-intensive-toner/3-230-213	BERGAMO COLLAGEN ESSENTIAL Intensive Toner, 210 ml	13.62	Within 24 hours	8809414192422	210 ml	moisturizing, anti-aging	all skin type, dry, sensitive	in the morning and in the evening	N/A	N/A	N/A	N/A	['Aqua', 'Glycerin', 'Dipropylene Glycol', 'Betaine', 'Panthenol', 'Allantoin', 'Styrene/VP Copolymer', 'Carbomer', 'Arginine', 'Adenosine', 'Disodium EDTA', 'Soluble Collagen', 'Hydrolyzed Collagen', 'Collagen Extract', 'Beta-Glucan', 'Caulerpa Lentillifera Extract', 'Phenoxyethanol', 'Polysorbate 80', 'Parfum', 'CI 15985 How to use: For external use only. Do not apply to irritated or damaged skin. If rash or itching occurs', 'discontinue use and consult a doctor. Avoid contact with eyes. In case of contact with eyes', 'rinse with water. Cautions: Daily use toner. Dampen a cotton pad with the toner and gently wipe the skin of the face and décolletage. Leave to absorb.']	
https://skincare.pl/en/bergamo-help-aloes-mask-25-ml/3-230-223	BERGAMO HELP Aloes Mask, 25 ml	1.41	Within 24 hours	8809414192279	25 ml	moisturizing, soothing, anti-aging	all skin types	at any time	N/A	N/A	N/A	N/A	['Aqua', 'Glycerin', 'Alcohol', 'Sodium Hyaluronate', 'Aloe Barbadensis Leaf Extract (5000ppm)', 'Butylene Glycol', 'Propylene Glycol', 'Allantoin', 'Adenosine', 'Camelia Sinensis Leaf Extract', 'Hamamelis Virginiana (With Hazel) Leaf Extract', 'Lycium Chinense Fruit Extract', 'Schizandra Chinensis Fruit Extract', 'Glycyrrhiza Glabra (Licorice) Root Extract', 'Morus Albda Bark Extract', 'Houttuynia Cordata Extract', 'Xanthan Gum', 'peg-60 Hydrogenated Castor Oil', 'Disodium EDTA', '1', '2-Hexanediol', 'Phenoxyethanol', 'Carbomer', 'Parfum']	
https://skincare.pl/en/bergamo-help-black-snail-mask-25-ml/3-230-226	BERGAMO HELP Black Snail Mask, 25 ml	1.41	Within 24 hours	8809414192248	25 ml	moisturizing, anti-aging	all skin types	at any time	N/A	N/A	N/A	N/A	['Aqua', 'Glycerin', 'Alcohol', 'Sodium Hyaluronate', 'Butylene Glycol', 'Propylene Glycol', 'Snail Secretion Filtrate (5000ppm)', 'Allantoin', 'Adenosine', 'Camelia Sinensis Leaf Extract', 'Hamamelis Virginiana (With Hazel) Leaf Extract', 'Aloe Barbadensis Leaf Extract', 'Glycyrrhiza Glabra (Licorice) Root Extract', 'Morus Albda Bark Extract', 'Euterpe Oleracea Fruit Extract', 'Xanthan Gum', 'PEG-60 Hydrogenated Castor Oil', 'Disodium EDTA', '1', '2-Hexanediol', 'Phenoxyethanol', 'Carbomer', 'Parfum']	
https://skincare.pl/en/bergamo-help-cica-mask-25-ml/3-230-227	BERGAMO HELP Cica Mask, 25 ml	1.41	Lack	8809414192262	25 ml	moisturizing, soothing, anti-aging	all skin types	at any time	N/A	N/A	N/A	N/A	['Aqua', 'Glycerin', 'Alcohol', 'Sodium Hyaluronate', 'Butylene Glycol', 'Propylene Glycol', 'Centella Asiatica Extract (5000ppm)', 'Allantoin', 'Adenosine', 'Camelia Sinensis Leaf Extract', 'Hamamelis Virginiana (With Hazel) Leaf Extract', 'Aloe Barbadensis Leaf Extract', 'Glycyrrhiza Glabra (Licorice) Root Extract', 'Morus Albda Bark Extract', 'Xanthan Gum', 'PEG-60 Hydrogenated Castor Oil', 'Disodium EDTA', '1', '2-Hexanediol', 'Phenoxyethanol', 'Carbomer', 'Parfum']	
